"Vendor Name","Reference Number","Contract Date","Description of Work","Start Date","End Date","Delivery Date","Contract Value","Comments","Fiscal Year","Quarter"
"Bulletproof Solutions Inc.","CP19488","2011-02-25","1225  Telecommunication equipment parts","","","2011-03-23","62,823.09","","2010-2011","4th Quarter"
"GARTNER CANADA CO.","CP19710","2011-02-25","0472  Information technology consultants","2011-03-01","2012-03-31","","77,740.00","","2010-2011","4th Quarter"
"Teknion Furniture Systems Ltd.","CP19716","2011-02-25","1231  Office Furniture and Furnishings, Including Parts","","","2011-03-31","15,228.73","","2010-2011","4th Quarter"
"ergoCentric Seating Systems","CP19720","2011-02-28","1231  Office Furniture and Furnishings, Including Parts","","","2011-03-31","17,390.70","","2010-2011","4th Quarter"
"Innusec Inc.","CP19484","2011-02-28","0491  Management Consulting","2011-03-01","2011-03-31","","10,396.00","","2010-2011","4th Quarter"
"PITNEY BOWES OF CANADA LTD.","CP17172","2011-02-28","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2010-03-01","2015-02-28","","19,482.15","AMENDMENT Original Contract Value: $18,984.00","2010-2011","4th Quarter"
"PEDSON Consulting Services Inc.","CP19449","2011-03-02","0859  Other Business Services not Elsewhere Specified","2011-03-08","2011-03-31","","16,060.00","","2010-2011","4th Quarter"
"ARI Financial Services","CP19764","2011-03-04","1122  Gasoline","2011-04-01","2012-03-31","","28,148.30","","2010-2011","4th Quarter"
"CEDROM-SNi","CP19531","2011-03-04","0351  Communications Professional Services not Elsewhere Specified","2011-04-01","2012-03-31","","12,434.94","","2010-2011","4th Quarter"
"Corporate Research Associates Inc.","CP19749","2011-03-07","0499  Other Professional Services not Elsewhere Specified","2011-03-07","2011-03-31","","24,955.00","","2010-2011","4th Quarter"
"IVAN'S AUDIO VISUAL & ELECTRONIC","CP19781","2011-03-08","1223  Image/Video Communications Equipment (including related parts and peripherals)","","","2011-03-31","18,668.99","","2010-2011","4th Quarter"
"James Young","CP19793","2011-03-08","0859  Other Business Services not Elsewhere Specified","2011-04-01","2012-03-31","","14,000.00","","2010-2011","4th Quarter"
"ROGER CLARK","CP19792","2011-03-08","0859  Other Business Services not Elsewhere Specified","2011-04-01","2012-03-31","","16,500.00","","2010-2011","4th Quarter"
"Ron Arsenault","CP19791","2011-03-08","0859  Other Business Services not Elsewhere Specified","2011-04-01","2012-03-31","","21,500.00","","2010-2011","4th Quarter"
"Cossette Media","CP19773","2011-03-14","0301  Advertising Services","2011-03-14","2011-03-31","","15,094.47","","2010-2011","4th Quarter"
"Hudson Design Group","CP19423","2011-03-14","0351  Communications Professional Services not Elsewhere Specified","2011-01-28","2011-03-31","","29,049.93","AMENDMENT orignal contract value of $27,786.00","2010-2011","4th Quarter"
"Malcolm McKenzie","CP19805","2011-03-16","0491  Management Consulting","2011-03-25","2011-04-29","","12,000.00","","2010-2011","4th Quarter"
"Corporate Executive Board","CP19870","2011-03-17","0472  Information technology consultants","2011-03-24","2012-03-23","","24,921.00","","2010-2011","4th Quarter"
"PRIVASOFT CORPORATION","CP19392","2011-03-17","1228  Computer software","2011-03-28","2012-03-27","","16,794.29","","2010-2011","4th Quarter"
"PUROLATOR INC.","CP19864","2011-03-17","0213  Courier Services","2011-04-01","2012-03-31","","33,900.00","","2010-2011","4th Quarter"
"DHL EXPRESS (CANADA), LTD.","CP19884","2011-03-18","0213  Courier Services","2011-04-01","2012-03-31","","28,250.00","","2010-2011","4th Quarter"
"Kelly Services (Canada) Ltd.","CP19223","2011-03-21","0813  Temporary Help Services","2010-12-31","2011-05-31","","16,508.62","AMENDMENT Original Contract Value $10,159.15","2010-2011","4th Quarter"
"MARITIME WINDOW FILM PRODUCTS","CP19895","2011-03-21","0630  Office Buildings","2011-03-21","2011-04-15","","11,566.68","","2010-2011","4th Quarter"
"SKYRIDGE SYSTEMS INC.","CP19637","2011-03-21","0472  Information technology consultants","2011-04-01","2011-08-31","","75,427.50","","2010-2011","4th Quarter"
"TOSHIBA OF CANADA LIMITED","CP19909","2011-03-22","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2011-04-01","2016-03-31","","10,902.00","","2010-2011","4th Quarter"
"Kelly Services (Canada) Ltd.","CP18788","2011-03-24","0813  Temporary Help Services","2010-10-25","2011-03-31","","16,604.00","MULTIPLE AMENDMENTS Original Contract Value: $8,582.58","2010-2011","4th Quarter"
"Corporate Express","CP19974","2011-03-28","1172  Office and Stationers Supplies","","","2011-09-30","11,500.00","","2010-2011","4th Quarter"
"Lyreco Office Products","CP19973","2011-03-28","1172  Office and Stationers Supplies","","","2011-09-30","11,500.00","","2010-2011","4th Quarter"
"Priority Personnel Inc.","CP18917","2011-03-28","0813  Temporary Help Services","2010-11-01","2011-04-30","","23,540.16","Multiple amendements","2010-2011","4th Quarter"
"Windsor Construction & Design Ltd.","CP19703","2011-03-28","0630  Office Buildings","2011-02-28","2011-05-13","","21,192.02","AMENDMENT Original Contract Value: $12,407.40","2010-2011","4th Quarter"
"Windsor Construction & Design Ltd.","CP19924","2011-03-29","0630  Office Buildings","2011-03-29","2011-05-31","","11,823.19","","2010-2011","4th Quarter"
"Dramis Network Cabling Ltd.","CP19743","2011-03-30","0630  Office Buildings","2011-03-03","2011-03-31","","10,334.73","AMENDMENT Original contract value: $9,854.48","2010-2011","4th Quarter"
"Lyreco (Canada) Inc.","CP20033","2011-04-01","1172  Office and Stationers Supplies","","","2012-03-31","11,500.00","","2011-2012","1st Quarter"
"MICROSOFT CANADA","CP15694","2011-04-04","1228  Computer software","2009-06-01","2012-03-31","","1,122,385.36","Multiple AMENDMENTS Original Contract Value: $1,079,152.07","2011-2012","1st Quarter"
"Equifax Canada Inc.","CP20103","2011-04-11","0859  Other Business Services not Elsewhere Specified","2011-04-11","2012-03-31","","17,940.00","","2011-2012","1st Quarter"
"RICOH CANADA LTD.","CP20116","2011-04-13","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2011-05-01","2016-04-30","","24,997.86","","2011-2012","1st Quarter"
"PGF Consultants Inc.","CP19837","2011-04-15","0401  Accounting and Audit Services","2011-04-18","2011-07-31","","16,495.00","","2011-2012","1st Quarter"
"Systemscope Inc.","CP17514","2011-04-19","0472  Information technology consultants","2011-01-24","2012-09-02","","323,180.00","AMENDMENT Original Contract Value: $244,645.00","2011-2012","1st Quarter"
"PRINCIPAL RESEARCH ASSOCIATE, THE CONFERENCE BOARD OF CANADA","CP20168","2011-04-27","0499  Other Professional Services not Elsewhere Specified","2011-05-01","2012-04-30","","50,425.00","","2011-2012","1st Quarter"
"THE CONFERENCE BOARD OF CANADA","CP20181","2011-04-29","0499  Other Professional Services not Elsewhere Specified","2011-06-01","2012-05-31","","22,750.00","","2011-2012","1st Quarter"
"Université Sainte - Anne Halifax","CP20389","2011-05-02","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2011-05-02","2011-06-30","","11,983.00","","2011-2012","1st Quarter"
"ORACLE CORPORATION CANADA INC.","CP20224","2011-05-05","1228  Computer software","","","2011-07-11","61,136.21","","2011-2012","1st Quarter"
"CREATIVE BREEZE TRAINING INC.","CP20260","2011-05-10","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2011-06-01","2011-06-16","","12,500.00","","2011-2012","1st Quarter"
"FORD MOTOR COMPANY OF CANADA","CP20276","2011-05-11","0555  Capital Lease - Tangible Capital Assets","2011-05-11","2011-08-31","","38,925.68","","2011-2012","1st Quarter"
"Services Linguistiques DEB, Inc.","CP20320","2011-05-24","0494  Translation Services","2011-05-26","2011-08-05","","16,726.50","","2011-2012","1st Quarter"
"A.V. Bruce & Associates Inc.","CP17702","2011-05-26","0351  Communications Professional Services not Elsewhere Specified","2011-07-01","2012-06-30","","128,820.00","AMENDMENT Original Contract Value: $64,410.00 ","2011-2012","1st Quarter"
"Excel Human Resources Inc.","CP20422","2011-06-08","0813  Temporary Help Services","2011-06-22","2011-10-31","","15,971.99","","2011-2012","1st Quarter"
"IMP GROUP LIMITED","CP20420","2011-06-08","1229  Computer equipment parts","","","2011-07-01","30,191.94","","2011-2012","1st Quarter"
"Chrysler Canada Inc.","CP20491","2011-06-21","1261  Road Motor Vehicles","","","2011-09-09","34,348.61","","2011-2012","1st Quarter"
"Priority Personnel Inc.","CP19204","2011-06-21","0813  Temporary Help Services","2010-12-13","2012-02-29","","49,494.43","AMENDMENT Original Contract Value: $25,203.80","2011-2012","1st Quarter"
"CISION CANADA INC.","CP18250","2011-06-30","0351  Communications Professional Services not Elsewhere Specified","2011-09-01","2012-08-31","","159,277.56","AMENDMENT Original Contract Value: $62,150.00","2011-2012","1st Quarter"
"MMK Consulting Inc.","CP20497","2011-07-05","0499  Other Professional Services not Elsewhere Specified","2011-07-06","2012-07-31","","18,080.00","","2011-2012","2nd Quarter"
"Martillac Limited","CP20564","2011-07-25","0499  Other Professional Services not Elsewhere Specified","2011-07-25","2011-12-31","","25,000.00","","2011-2012","2nd Quarter"
"Samson & Associates","CP20461","2011-08-09","0499  Other Professional Services not Elsewhere Specified","2011-08-09","2012-01-31","","42,754.00","","2011-2012","2nd Quarter"
"RICOH CANADA LTD.","CP16177","2011-08-18","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2009-08-01","2014-07-31","","10,407.30","AMENDMENT Original Contract Value: $9,220.80","2011-2012","2nd Quarter"
"Ambir Technology Group","CP20542","2011-08-23","0472  Information technology consultants","2011-08-30","2011-12-23","","45,097.00","","2011-2012","2nd Quarter"
"Dunne Consulting Inc.","CP20599","2011-08-26","0499  Other Professional Services not Elsewhere Specified","2011-08-31","2011-09-26","","12,495.00","","2011-2012","2nd Quarter"
"Charron Human Resources Inc.","CP21079","2011-10-03","0491  Management Consulting","2011-10-14","2011-12-30","","30,736.00","","2011-2012","3rd Quarter"
"Société Nationale de l'Acadie","CP16152","2011-10-06","0491  Management Consulting","2009-12-01","2011-11-30","","69,550.00","","2011-2012","3rd Quarter"
"RESEARCH IN MOTION LIMITED","CP20477","2011-10-07","0670  Computer equipment - hardware and software","2011-10-09","2012-10-08","","13,690.77","","2011-2012","3rd Quarter"
"Alliance Francaise","CP20952","2011-10-14","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2011-10-17","2012-03-30","","20,930.00","","2011-2012","3rd Quarter"
"Fleur de Lys French Language Centre","CP20953","2011-10-14","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2011-10-17","2012-03-30","","15,180.00","","2011-2012","3rd Quarter"
"Krista Napier","CP20954","2011-10-14","0491  Management Consulting","2011-10-21","2011-11-30","","14,296.25","","2011-2012","3rd Quarter"
"Université Sainte - Anne Halifax","CP20951","2011-10-14","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2011-10-17","2012-03-30","","16,100.00","","2011-2012","3rd Quarter"
"INFORMETRICA LIMITED","CP21007","2011-10-24","0499  Other Professional Services not Elsewhere Specified","2011-12-01","2012-11-30","","24,860.00","Informetrica Provincial Forecast Service (PFS) Subscription provides long-term economic forecast for the economies of all ten provinces and Canada for the use of economic Analysis","2011-2012","3rd Quarter"
"Maplesoft Consulting Inc.","CP20987","2011-10-26","0491  Management Consulting","2011-11-03","2012-03-30","","18,441.60","","2011-2012","3rd Quarter"
"Softchoice Corporation","CP21021","2011-10-26","1228  Computer software","","","2011-12-26","31,329.40","","2011-2012","3rd Quarter"
"BrunNet Inc","CP21031","2011-10-27","1239  Other Office Equipment and Parts","","","2011-11-30","13,639.33","","2011-2012","3rd Quarter"
"LEARNING TREE INTERNATIONAL INC.","CP20792","2011-10-31","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2011-11-10","2012-01-31","","17,967.00","Trainer - Business Analysis & Project Management Training","2011-2012","3rd Quarter"
"Power Advisory LLC","CP19201","2011-10-31","0499  Other Professional Services not Elsewhere Specified","2011-10-31","2012-02-29","","127,532.00","","2011-2012","3rd Quarter"
"Performance Management Network Inc.","CP20793","2011-11-07","0401  Accounting and Audit Services","2011-12-13","2012-01-31","","24,860.00","","2011-2012","3rd Quarter"
"SOFTCHOICE CORPORATION","CP21074","2011-11-07","1228  Computer software","2011-12-01","2012-11-30","","10,396.00","","2011-2012","3rd Quarter"
"A.V. Bruce & Associates Inc.","CP18720","2011-11-09","0351  Communications Professional Services not Elsewhere Specified","2011-01-01","2012-12-31","","37,679.85","","2011-2012","3rd Quarter"
"Priority Personnel Inc.","CP21130","2011-11-21","0813  Temporary Help Services","2011-11-28","2012-03-30","","14,414.71","","2011-2012","3rd Quarter"
"WKM Energy Consultants Inc.","CP21117","2011-11-21","0499  Other Professional Services not Elsewhere Specified","2011-11-22","2012-03-31","","25,000.00","","2011-2012","3rd Quarter"
"SLR Consulting (Canada) Ltd.","CP20703","2011-11-22","0499  Other Professional Services not Elsewhere Specified","2011-11-30","2012-02-08","","74,620.00","","2011-2012","3rd Quarter"
"Hyundai Auto Canada Corp.","CP21143","2011-11-23","1261  Road Motor Vehicles","","","2012-03-30","25,156.95","","2011-2012","3rd Quarter"
"Société Nationale de l'Acadie","CP20708","2011-11-23","0491  Management Consulting","2011-12-01","2013-11-30","","56,000.00","","2011-2012","3rd Quarter"
"PITNEY BOWES OF CANADA LTD.","CP21186","2011-12-02","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2011-12-19","2016-12-18","","17,134.19","","2011-2012","3rd Quarter"
"Teknion Furniture Systems Ltd.","CP21192","2011-12-05","1231  Office Furniture and Furnishings, Including Parts","","","2012-03-31","38,921.43","","2011-2012","3rd Quarter"
"Ernst & Young LLP","CP20993","2011-12-15","0401  Accounting and Audit Services","2011-12-21","2012-01-31","","21,364.12","","2011-2012","3rd Quarter"
"Microsoft Licensing, GP","CP21213","2011-12-29","1228  Computer software","","","2011-12-30","180,028.21","","2011-2012","3rd Quarter"
"Anthony Macauley Associates (Victoria) Inc.","CP21248","2011-12-31","0670  Computer equipment - hardware and software","2012-04-01","2013-03-31","","145,364.80","","2011-2012","3rd Quarter"
"FORTIS PROPERTIES CORPORATION","CP20983","2012-01-03","0630  Office Buildings","2012-01-03","2012-03-30","","16,166.65","","2011-2012","4th Quarter"
"Drolet Douville et Associés Inc.","CP21020","2012-01-04","0491  Management Consulting","2012-02-01","2012-03-31","","36,160.00","","2011-2012","4th Quarter"
"SKYRIDGE SYSTEMS INC.","CP21199","2012-01-04","0472  Information technology consultants","2012-01-09","2012-03-31","","63,562.50","","2011-2012","4th Quarter"
"DELOITTE & TOUCHE LLP.","CP21265","2012-01-05","0499  Other Professional Services not Elsewhere Specified","2012-02-23","2012-03-31","","49,909.13","","2011-2012","4th Quarter"
"Corporate Research Associates Inc.","CP21281","2012-01-06","0491  Management Consulting","2012-01-06","2012-03-31","","44,677.50","","2011-2012","4th Quarter"
"A.V. Bruce & Associates Inc.","CP21296","2012-01-09","0341  Communications Research Services","2012-01-09","2012-03-30","","11,017.50","","2011-2012","4th Quarter"
"IMP GROUP LIMITED","CP21298","2012-01-09","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2012-02-28","93,683.47","On behalf of Shared Services Canada","2011-2012","4th Quarter"
"MICROSOFT CANADA","CP15694","2012-01-11","0583  License/Maintenance fees for Application Software (including COTS) and Application Development and Delivery Software","2009-06-01","2013-03-31","","1,663,221.81","AMENDMENT Original Contract Value: $1,079,152.07","2011-2012","4th Quarter"
"Élisabeth Lépine","CP21040","2012-01-12","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2011-11-01","2011-12-20","","10,500.00","AMENDMENT Original Contract Value: $4,200.00","2011-2012","4th Quarter"
"Montel Inc.","CP21321","2012-01-12","1231  Office Furniture and Furnishings, Including Parts","","","2012-03-31","23,743.52","","2011-2012","4th Quarter"
"PITNEY BOWES OF CANADA LTD.","CP21338","2012-01-17","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2012-01-18","2017-03-31","","19,687.50","","2011-2012","4th Quarter"
"EAGLESPIRIT MARKETING INC.","CP21349","2012-01-18","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2012-03-21","44,493.35","","2011-2012","4th Quarter"
"EAGLESPIRIT MARKETING INC.","CP21348","2012-01-18","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2012-03-21","67,884.75","","2011-2012","4th Quarter"
"Family Service Moncton Inc.","CP16992","2012-01-18","0491  Management Consulting","2010-09-01","2014-03-31","","183,315.00","AMENDMENT Original contract value: $87,410","2011-2012","4th Quarter"
"Corporate Research Associates Inc.","CP21239","2012-01-23","0499  Other Professional Services not Elsewhere Specified","2012-01-23","2012-02-29","","19,866.25","","2011-2012","4th Quarter"
"Haisley Millar Consulting Group Inc.","CP19747","2012-01-24","0499  Other Professional Services not Elsewhere Specified","2012-01-24","2012-02-28","","14,920.00","","2011-2012","4th Quarter"
"HALIFAX GLOBAL INC.","CP21371","2012-01-24","0491  Management Consulting","2012-01-31","2012-03-31","","24,999.85","","2011-2012","4th Quarter"
"Price Murray Communications","CP21372","2012-01-24","0351  Communications Professional Services not Elsewhere Specified","2012-02-06","2012-03-30","","18,556.00","","2011-2012","4th Quarter"
"Thompson & Associates Strategic Consultants Inc (TASC)","CP21375","2012-01-24","0499  Other Professional Services not Elsewhere Specified","2012-02-29","2012-03-31","","25,000.00","","2011-2012","4th Quarter"
"EQUIFAX CANADA INC.","CP21384","2012-01-25","0859  Other Business Services not Elsewhere Specified","2012-02-01","2012-03-31","","17,967.00","","2011-2012","4th Quarter"
"ARI Financial Services","CP20015","2012-01-27","1122  Gasoline","","","2012-03-31","11,302.20","AMENDMENT Original Contract Value: $9,198.00  Value$","2011-2012","4th Quarter"
"Mary Ann Baynton & Associates Consulting","CP21418","2012-01-30","0499  Other Professional Services not Elsewhere Specified","2012-03-01","2012-03-02","","14,100.00","","2011-2012","4th Quarter"
"Hudson Design Group","CP21259","2012-01-31","0351  Communications Professional Services not Elsewhere Specified","2011-12-22","2012-03-30","","11,215.25","AMENDMENT Original Contract Value: $7,147.25","2011-2012","4th Quarter"
"A.V. Bruce & Associates Inc.","CP21423","2012-02-02","0351  Communications Professional Services not Elsewhere Specified","2012-02-06","2012-03-30","","10,848.00","","2011-2012","4th Quarter"
"Teknion Furniture Systems Ltd.","CP21451","2012-02-06","1231  Office Furniture and Furnishings, Including Parts","","","2012-03-31","39,144.68","","2011-2012","4th Quarter"
"Calof Consulting Inc.","CP21329","2012-02-09","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2012-02-15","2012-03-31","","19,250.00","","2011-2012","4th Quarter"
"Samson & Associates","CP20461","2012-02-09","0499  Other Professional Services not Elsewhere Specified","2011-08-09","2012-06-30","","63,135.38","AMENDMENT Original Contract Value: $42,754.00","2011-2012","4th Quarter"
"Concentric Energy Advisors, Inc.","CP21276","2012-02-13","0499  Other Professional Services not Elsewhere Specified","2012-02-13","2012-03-30","","64,500.00","","2011-2012","4th Quarter"
"Hyundai Auto Canada Corp.","CP21528","2012-02-15","1261  Road Motor Vehicles","","","2012-03-31","27,064.63","","2011-2012","4th Quarter"
"Stevenson & Partners LLP","CP20690","2012-02-16","0859  Other Business Services not Elsewhere Specified","2012-02-20","2014-12-09","","76,275.00","","2011-2012","4th Quarter"
"RBI-Schnell Publishing","CP21436","2012-02-20","0859  Other Business Services not Elsewhere Specified","2012-02-21","2012-03-08","","18,000.00","","2011-2012","4th Quarter"
"Minolta Business Equipment (Canada) Ltd.","CP21524","2012-02-21","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2012-03-30","2017-03-30","","23,435.07","","2011-2012","4th Quarter"
"Martillac Limited","CP21364","2012-02-24","0499  Other Professional Services not Elsewhere Specified","2012-02-27","2012-03-31","","25,000.00","","2011-2012","4th Quarter"
"NORTHERN MICRO","CP21617","2012-02-28","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2012-03-30","33,079.62","","2011-2012","4th Quarter"
"NORTHERN MICRO","CP21616","2012-02-28","1227  Computer equipment - small-desktop/ personal/ portable/keyboard","","","2012-03-30","45,683.23","","2011-2012","4th Quarter"
"DHL EXPRESS (CANADA), LTD.","CP21682","2012-03-09","0213  Courier Services","2012-04-01","2013-03-31","","20,340.00","","2011-2012","4th Quarter"
"CEDROM-SNi","CP21622","2012-03-14","0351  Communications Professional Services not Elsewhere Specified","2012-04-01","2013-03-31","","13,775.74","","2011-2012","4th Quarter"
"AXCELER","CP21723","2012-03-19","1228  Computer software","","","2012-03-30","11,294.35","","2011-2012","4th Quarter"
"Chambre de commerce française au Canada - Réseau atlantique Inc.","CP17150","2012-03-22","0491  Management Consulting","2010-04-01","2013-03-31","","75,000.01","AMENDMENT Original Contract Value: $50,000.00","2011-2012","4th Quarter"
"Purolator Inc.","CP21754","2012-03-27","0213  Courier Services","2012-04-01","2013-03-31","","45,200.00","","2011-2012","4th Quarter"
"SKYRIDGE SYSTEMS INC.","CP21543","2012-03-28","0472  Information technology consultants","2012-04-02","2012-07-31","","75,936.00","","2011-2012","4th Quarter"
"James Young","CP21337","2012-04-01","0499  Other Professional Services not Elsewhere Specified","2012-04-01","2013-03-31","","14,000.00","","2012-2013","1st Quarter"
"ROGER CLARK","CP21340","2012-04-01","0499  Other Professional Services not Elsewhere Specified","2012-04-01","2013-03-31","","16,500.00","","2012-2013","1st Quarter"
"Ron Arsenault","CP21339","2012-04-01","0499  Other Professional Services not Elsewhere Specified","2012-04-01","2013-03-31","","21,500.00","","2012-2013","1st Quarter"
"ARI Financial Services","CP21799","2012-04-02","0682  Road Motor Vehicles - Non-military","2012-04-02","2013-03-31","","16,446.15","","2012-2013","1st Quarter"
"Lyreco (Canada) Inc.","CP21823","2012-04-10","1172  Office and Stationers Supplies","","","2012-04-10","11,500.00","","2012-2013","1st Quarter"
"Lyreco Office Products","CP21826","2012-04-10","1172  Office and Stationers Supplies","","","2012-09-30","11,500.00","","2012-2013","1st Quarter"
"ORACLE CORPORATION CANADA INC.","CP21844","2012-04-12","0583  License/Maintenance fees for Application Software (including COTS) and Application Development and Delivery Software","","","2012-05-04","62,358.93","","2012-2013","1st Quarter"
"Maplesoft Consulting Inc.","CP20987","2012-04-17","0491  Management Consulting","2011-11-03","2012-06-30","","45,069.28","MULTIPLE AMENDMENTS Original Contract Value: $18,441.60","2012-2013","1st Quarter"
"PRINCIPAL RESEARCH ASSOCIATE, THE CONFERENCE BOARD OF CANADA","CP21855","2012-04-17","0859  Other Business Services not Elsewhere Specified","2012-05-01","2013-04-30","","52,900.00","","2012-2013","1st Quarter"
"Performance Management Network Inc.","CP21569","2012-04-25","0401  Accounting and Audit Services","2012-04-30","2012-08-31","","24,860.00","","2012-2013","1st Quarter"
"Performance Management Network Inc.","CP21719","2012-04-27","0401  Accounting and Audit Services","2012-04-30","2012-08-31","","24,860.00","","2012-2013","1st Quarter"
"Ference Weicker & Company","CP21718","2012-05-01","0401  Accounting and Audit Services","2012-05-01","2012-08-07","","24,408.00","","2012-2013","1st Quarter"
"A.V. Bruce & Associates Inc.","CP17702","2012-05-02","0351  Communications Professional Services not Elsewhere Specified","2012-07-01","2013-06-30","","193,230.00","Multiple AMENDMENTS Original Contract Value: $64,410.00","2012-2013","1st Quarter"
"ARI Financial Services","CP21978","2012-05-10","0682  Road Motor Vehicles - Non-military","2012-05-10","2013-03-31","","26,638.62","","2012-2013","1st Quarter"
"EQUIFAX CANADA INC.","CP21986","2012-05-15","0859  Other Business Services not Elsewhere Specified","2012-05-15","2012-12-31","","17,967.00","","2012-2013","1st Quarter"
"THE CONFERENCE BOARD OF CANADA","CP21877","2012-05-16","0499  Other Professional Services not Elsewhere Specified","2012-06-01","2013-05-31","","23,375.00","","2012-2013","1st Quarter"
"CANON CANADA INC.","CP22049","2012-05-28","0533  Rental of Machinery, Office Furniture and Fixtures and Other Equipment","2012-09-01","2015-08-31","","24,713.64","","2012-2013","1st Quarter"
"CFN Consultants (Atlantic) Inc.","CP21893","2012-06-01","0499  Other Professional Services not Elsewhere Specified","2012-06-01","2012-09-07","","70,655.00","","2012-2013","1st Quarter"
"CISION CANADA INC.","CP18250","2012-06-07","0351  Communications Professional Services not Elsewhere Specified","2012-09-01","2013-08-31","","238,916.34","Multiple AMENDMENTS  Original Contract Value: $62,150.00","2012-2013","1st Quarter"
"Montel Inc.","CP22127","2012-06-18","1231  Office Furniture and Furnishings, Including Parts","","","2012-08-31","31,192.09","","2012-2013","1st Quarter"
"Priority Personnel Inc.","CP22008","2012-06-20","0813  Temporary Help Services","2012-05-22","2012-06-29","","10,064.07","AMENDMENT Original Contract Value: $5,837.16","2012-2013","1st Quarter"
"Anthony Macauley Associates (Victoria) Inc.","CP22038","2012-06-21","0473  Information Technology and Telecommunications Consultants","2012-06-21","2013-06-30","","350,000.55","","2012-2013","1st Quarter"
"ATLANTIC CANADA WORLD TRADE CENTER","CP22157","2012-06-28","0822  Hospitality","2012-09-10","2012-10-31","","19,136.94","","2012-2013","1st Quarter"
"Centre Transmed Center Inc.","ACOA-SOA3-12","2012-07-04","0494  Translation Services","2012-09-10","2013-09-09","","0.00","Regional Individual Standing Offer Agreement","2012-2013","2nd Quarter"
"CLS Lexi-Tech Ltd.","ACOA-SOA2-12","2012-07-04","0494  Translation Services","2012-09-10","2013-09-09","","0.00","Regional Individual Standing Offer Agreement","2012-2013","2nd Quarter"
"Djamal Eddine Boukadoum","ACOA-SOA1-12","2012-07-04","0494  Translation Services","2012-09-10","2013-09-09","","0.00","Regional Individual Standing Offer Agreement","2012-2013","2nd Quarter"
"Université Sainte - Anne Halifax","CP22236","2012-08-17","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2012-09-04","2013-01-25","","23,505.00","","2012-2013","2nd Quarter"
"Alliance Francaise","CP22307","2012-09-21","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2012-10-15","2013-03-29","","31,200.00","","2012-2013","2nd Quarter"
"Université Sainte - Anne Halifax","CP22310","2012-09-21","0447  Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified","2012-09-21","2013-03-29","","20,000.00","","2012-2013","2nd Quarter"
"SKYRIDGE SYSTEMS INC.","CP22222","2012-09-25","0473  Information Technology and Telecommunications Consultants","2012-09-25","2013-03-29","","78,467.20","","2012-2013","2nd Quarter"
"Société Nationale de l'Acadie","CP20708","2012-10-02","0491  Management Consulting","2011-12-01","2013-11-30","","73,735.00","AMENDMENT Original Contract Value: $56,000.00","2012-2013","3rd Quarter"
"NORDICITY GROUP LTD.","CP22214","2012-10-15","0499  Other Professional Services not Elsewhere Specified","2012-10-17","2012-12-14","","34,150.00","","2012-2013","3rd Quarter"
"James Pickard","CP22286","2012-10-24","0499  Other Professional Services not Elsewhere Specified","2012-11-08","2013-03-31","","10,527.90","","2012-2013","3rd Quarter"
"Krista Napier","CP22426","2012-10-24","0499  Other Professional Services not Elsewhere Specified","2012-11-08","2013-03-31","","13,133.48","","2012-2013","3rd Quarter"
"Paul Chipperton","CP22427","2012-10-24","0499  Other Professional Services not Elsewhere Specified","2012-11-09","2013-03-31","","11,400.00","","2012-2013","3rd Quarter"
"William Thompson","CP22425","2012-10-24","0499  Other Professional Services not Elsewhere Specified","2012-11-08","2013-03-31","","18,735.00","","2012-2013","3rd Quarter"
"A.V. Bruce & Associates Inc.","CP22505","2012-11-26","0499  Other Professional Services not Elsewhere Specified","2012-11-30","2013-03-31","","25,000.12","","2012-2013","3rd Quarter"
"Micwill Group of Companies Ltd.","CP22512","2012-11-27","1283  Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals)","","","2013-01-11","11,955.40","","2012-2013","3rd Quarter"
